PUBLICATION_TITLE	PRINT_IDENTIFIER	ONLINE_IDENTIFIER	DATE_FIRST_ISSUE_ONLINE	NUM_FIRST_VOL_ONLINE	NUM_FIRST_ISSUE_ONLINE	DATE_LAST_ISSUE_ONLINE	NUM_LAST_VOL_ONLINE	NUM_LAST_ISSUE_ONLINE	TITLE_URL	FIRST_AUTHOR	TITLE_ID	EMBARGO_INFO	COVERAGE_DEPTH	NOTES	PUBLISHER_NAME	PUBLICATION_TYPE	DATE_MONOGRAPH_PUBLISHED_PRINT	DATE_MONOGRAPH_PUBLISHED_ONLINE	MONOGRAPH_VOLUME	MONOGRAPH_EDITION	FIRST_EDITOR	PARENT_PUBLICATION_TITLE_ID	PRECEDING_PUBLICATION_TITLE_ID	ACCESS_TYPE
Acta Horticulturae et Regiotecturae		1338-5259	2013-04-16	16	1				https://sciendo.com/journal/AHR		1338-5259		fulltext		Sciendo	serial								F
Acta Marisiensis - Seria Medica		2668-7763	2013-03-17	59	1				https://sciendo.com/journal/AMMA		2668-7763		fulltext		Sciendo	serial								F
Acta Marisiensis. Philologia		2668-9596	2020-07-20	1	1				https://sciendo.com/journal/AMPH		2668-9596		fulltext		Sciendo	serial								F
Acta Marisiensis. Seria Historia		2668-9715	2019-12-20	19	1				https://sciendo.com/journal/AMSH		2668-9715		fulltext		Sciendo	serial								F
Acta Marisiensis. Seria Oeconomica		2668-3989	2019-09-30	13	1				https://sciendo.com/journal/AMSO		2668-3989		fulltext		Sciendo	serial								F
Acta Marisiensis. Seria Technologica		2668-4217	2019-07-30	16	1				https://sciendo.com/journal/AMSET		2668-4217		fulltext		Sciendo	serial								F
Acta Materialia Transylvanica		2601-8799	2018-12-30	1	1				https://sciendo.com/journal/AMT		2601-8799		fulltext		Sciendo	serial								F
Acta Mechanica et Automatica		2300-5319	2013-03-30	7	1				https://sciendo.com/journal/AMA		2300-5319		fulltext		Sciendo	serial								F
Acta Medica Bulgarica		2719-5384	2014-09-08	41	1				https://sciendo.com/journal/AMB		2719-5384		fulltext		Sciendo	serial								F
Acta Medica Martiniana		1338-4139	2011-06-03	11	1				https://sciendo.com/journal/ACM		1338-4139		fulltext		Sciendo	serial								F
Acta Medica Transilvanica		2285-7079	2019-06-30	24	1				https://sciendo.com/journal/AMTSB		2285-7079		fulltext		Sciendo	serial								F
Acta Musei Silesiae, Scientiae Naturales		2336-3207	2011-07-14	60	1				https://sciendo.com/journal/CSZMA		2336-3207		fulltext		Sciendo	serial								F
Acta Pharmaceutica		1846-9558	2007-02-28	57	1				https://sciendo.com/journal/ACPH		1846-9558		fulltext		Sciendo	serial								F
Acta Regionalia et Environmentalica		1336-9253	2013-09-08	10	1				https://sciendo.com/journal/AREE		1336-9253		fulltext		Sciendo	serial								F
Acta Scientiarum Polonorum Architectura		2544-1760	2020-04-20	19	1				https://sciendo.com/journal/ASPA		2544-1760		fulltext		Sciendo	serial								F
Acta Scientifica Naturalis		2603-347X	2015-12-15	3	1				https://sciendo.com/journal/ASN		2603-347X		fulltext		Sciendo	serial								F
Acta Stomatologica Marisiensis Journal		2601-6877	2019-12-20	2	1				https://sciendo.com/journal/ASMJ		2601-6877		fulltext		Sciendo	serial								F
Acta Technologica Agriculturae		1338-5267	2013-04-15	16	1				https://sciendo.com/journal/ATA		1338-5267		fulltext		Sciendo	serial								F
Acta Terrae Septemcastrensis		2392-6163	2019-12-31	19	1				https://sciendo.com/journal/ACTATR		2392-6163		fulltext		Sciendo	serial								F
Acta Universitatis Cibiniensis. Series E: Food Technology		2344-150X	2013-04-16	17	1				https://sciendo.com/journal/AUCFT		2344-150X		fulltext		Sciendo	serial								F
Acta Universitatis Cibiniensis. Technical Series		2668-6449	2014-01-03	64	1				https://sciendo.com/journal/AUCTS		2668-6449		fulltext		Sciendo	serial								F
Acta Universitatis Sapientiae, Agriculture and Environment		2068-2964	2013-12-15	5	1				https://sciendo.com/journal/AUSAE		2068-2964		fulltext		Sciendo	serial								F
Acta Universitatis Sapientiae, Alimentaria		2066-7744	2015-12-12	8	1				https://sciendo.com/journal/AUSAL		2066-7744		fulltext		Sciendo	serial								F
Acta Universitatis Sapientiae, Communicatio		2537-2793	2017-12-15	4	1				https://sciendo.com/journal/AUSCOM		2537-2793		fulltext		Sciendo	serial								F
Acta Universitatis Sapientiae, Economics and Business		2360-0047	2013-12-15	1	1				https://sciendo.com/journal/AUSEB		2360-0047		fulltext		Sciendo	serial								F
Acta Universitatis Sapientiae, Electrical and Mechanical Engineering		2066-8910	2017-12-15	8	1				https://sciendo.com/journal/AUSEME		2066-8910		fulltext		Sciendo	serial								F
Acta Universitatis Sapientiae, European and Regional Studies		2068-7583	2015-04-16	13	1				https://sciendo.com/journal/AUSEUR		2068-7583		fulltext		Sciendo	serial								F
Acta Universitatis Sapientiae, Film and Media Studies		2066-7779	2013-09-08	12	1				https://sciendo.com/journal/AUSFM		2066-7779		fulltext		Sciendo	serial								F
Acta Universitatis Sapientiae, Informatica		2066-7760	2013-09-08	5	1				https://sciendo.com/journal/AUSI		2066-7760		fulltext		Sciendo	serial								F
Acta Universitatis Sapientiae, Mathematica		2066-7752	2013-09-08	5	1				https://sciendo.com/journal/AUSM		2066-7752		fulltext		Sciendo	serial								F
Acta Universitatis Sapientiae, Philologica		2068-2956	2013-09-08	4	1				https://sciendo.com/journal/AUSP		2068-2956		fulltext		Sciendo	serial								F
Acta Universitatis Sapientiae, Social Analysis		2248-0854	2017-12-15	7	1				https://sciendo.com/journal/AUSSOC		2248-0854		fulltext		Sciendo	serial								F
Acta Veterinaria		1820-7448	2014-06-09	64	1				https://sciendo.com/journal/ACVE		1820-7448		fulltext		Sciendo	serial								F
Addiction Genetics		2084-7688	2012-12-15	1	1	2016-12-15	5	1	https://www.degruyter.com/openurl?genre=journal&issn=2084-7688		2084-7688		fulltext		De Gruyter Open Access	serial								F
Administory		2519-1187	2018-10-30	3	1				https://sciendo.com/journal/ADHI		2519-1187		fulltext		Sciendo	serial								F
Administration		2449-9471	2015-04-15	63	1				https://sciendo.com/journal/ADMIN		2449-9471		fulltext		Sciendo	serial								F
Advanced Research in Life Sciences		2543-8050	2017-12-15	1	1				https://sciendo.com/journal/ARLS		2543-8050		fulltext		Sciendo	serial								F
Advances in Laboratory Medicine / Avances en Medicina de Laboratorio 		2628-491X	2020-03-20	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2628-491X		2628-491X		fulltext		De Gruyter	serial								F
Advances in Manufacturing Science and Technology		2300-2565	2012-03-01	36	1				https://sciendo.com/journal/AMST		2300-2565		fulltext		Sciendo	serial								F
Advances in Materials Science		2083-4799	2008-09-23	8	1				https://sciendo.com/journal/ADMS		2083-4799		fulltext		Sciendo	serial								F
Advances in Nonlinear Analysis	2191-9496	2191-950X	2012-03-15	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2191-950X		2191-950X		fulltext		De Gruyter	serial								F
Aging Care		2544-7289	2018-03-30	1	1				https://sciendo.com/journal/AGCA		2544-7289		fulltext		Sciendo	serial								F
Agricultura Tropica et Subtropica		1801-0571	2012-03-15	45	1				https://sciendo.com/journal/ATS		1801-0571		fulltext		Sciendo	serial								F
Agricultural Engineering		2449-5999	2016-03-12	20	1				https://sciendo.com/journal/AGRICENG		2449-5999		fulltext		Sciendo	serial								F
Agriculture (Pol'nohospodárstvo) 		1338-4376	2011-06-06	57	1				https://sciendo.com/journal/AGRI		1338-4376		fulltext		Sciendo	serial								F
American, British and Canadian Studies		1841-964X	2012-12-30	26	1				https://sciendo.com/journal/ABCSJ		1841-964X		fulltext		Sciendo	serial								F
Amylase		2450-9728	2016-12-15	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2450-9728		2450-9728		fulltext		De Gruyter Open Access	serial								F
Analele Universitatii "Ovidius" Constanta - Seria Matematica		1844-0835	2012-04-15	20	1				https://sciendo.com/journal/AUOM		1844-0835		fulltext		Sciendo	serial								F
Analysis and Geometry in Metric Spaces		2299-3274	2013-12-12	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2299-3274		2299-3274		fulltext		De Gruyter Open Access	serial								F
Analysis of Current Trends in Antisemitism - ACTA		2568-9347	2018-03-20	39	1				https://www.degruyter.com/openurl?genre=journal&issn=2568-9347		2568-9347		fulltext		De Gruyter Oldenbourg	serial								F
Animal Migration		2084-8838	2012-08-08	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2084-8838		2084-8838		fulltext		De Gruyter Open Access	serial								F
Annales Mathematicae Silesianae		2391-4238	2015-12-12	29	1				https://sciendo.com/journal/AMSIL		2391-4238		fulltext		Sciendo	serial								F
Annales Universitatis Paedagogicae Cracoviensis. Studia Mathematica		2300-133X	2013-11-30	12	1				https://sciendo.com/journal/AUPCSM		2300-133X		fulltext		Sciendo	serial								F
Annals of Animal Science		2300-8733	2011-11-25	11	4				https://sciendo.com/journal/AOAS		2300-8733		fulltext		Sciendo	serial								F
Annals of Public Health Issues		2720-1961	2021-12-30	1	1				https://sciendo.com/journal/APHI		2720-1961		fulltext		Sciendo	serial								F
Annals of Science and Technology		2544-6320	2017-04-16	2	1				https://sciendo.com/journal/AST		2544-6320		fulltext		Sciendo	serial								F
Annals of West University of Timisoara - Mathematics and Computer Science		1841-3307	2012-06-10	50	1				https://sciendo.com/journal/AWUTM		1841-3307		fulltext		Sciendo	serial								F
Annals of West University of Timisoara - Physics		2784-1057	2012-12-15	54	1				https://sciendo.com/journal/AWUTP		2784-1057		fulltext		Sciendo	serial								F
Anthropological Review		2083-4594	2008-01-24	70	1				https://sciendo.com/journal/ANRE		2083-4594		fulltext		Sciendo	serial								F
Applied Computer Systems		2255-8691	2012-11-08	13	1				https://sciendo.com/journal/ACSS		2255-8691		fulltext		Sciendo	serial								F
Applied Mathematics and Nonlinear Sciences		2444-8656	2018-06-30	1	1				https://sciendo.com/journal/AMNS		2444-8656		fulltext		Sciendo	serial								F
Applied Rheology		1617-8106	2018-08-30	28	1				https://www.degruyter.com/openurl?genre=journal&issn=1617-8106		1617-8106		fulltext		De Gruyter Open Access	serial								F
ARCHITECTURAE ET ARTIBUS		2719-793X	2021-05-20	13	1				https://sciendo.com/journal/AEA		2719-793X		fulltext		Sciendo	serial								F
Architecture and Urban Planning		2255-8764	2015-04-16	10	1				https://sciendo.com/journal/AUP		2255-8764		fulltext		Sciendo	serial								F
Architecture Papers of the Faculty of Architecture and Design STU		2729-7640	2020-06-20	26	1				https://sciendo.com/journal/ALFA		2729-7640		fulltext		Sciendo	serial								F
Archiva Zootechnica		2344-4592	2020-12-20	23	1				https://sciendo.com/journal/AZIBNA		2344-4592		fulltext		Sciendo	serial								F
Archives of Hydro-Engineering and Environmental Mechanics		2300-8687	2012-06-20	59	1-2				https://sciendo.com/journal/HEEM		2300-8687		fulltext		Sciendo	serial								F
Archives of Industrial Hygiene and Toxicology		1848-6312	2007-03-26	58	1				https://sciendo.com/journal/AIHT		1848-6312		fulltext		Sciendo	serial								F
Archives of Photogrammetry, Cartography and Remote Sensing		2391-9477	2019-12-31	31	1				https://sciendo.com/journal/APCRS		2391-9477		fulltext		Sciendo	serial								F
Ars Aeterna		2450-8497	2014-09-08	6	1				https://sciendo.com/journal/AA		2450-8497		fulltext		Sciendo	serial								F
ARS Medica Tomitana		1841-4036	2012-03-15	18	1				https://sciendo.com/journal/ARSM		1841-4036		fulltext		Sciendo	serial								F
Art History & Criticism		1822-4547	2017-12-15	13	1				https://sciendo.com/journal/MIK		1822-4547		fulltext		Sciendo	serial								F
Artes. Journal of Musicology		2558-8532	2018-06-30	17	1				https://sciendo.com/journal/AJM		2558-8532		fulltext		Sciendo	serial								F
Artificial Satellites		2083-6104	2007-05-03	41	1				https://sciendo.com/journal/ARSA		2083-6104		fulltext		Sciendo	serial								F
Asian Biomedicine		1875-855X	2015-02-22	9	1				https://sciendo.com/journal/ABM		1875-855X		fulltext		Sciendo	serial								F
Austrian Journal of Earth Sciences		2072-7151	2018-06-30	111	1				https://sciendo.com/journal/AJES		2072-7151		fulltext		Sciendo	serial								F
Autex Research Journal		2300-0929	2012-03-15	12	1				https://sciendo.com/journal/AUT		2300-0929		fulltext		Sciendo	serial								F
Balkan Journal of Dental Medicine		2335-0245	2014-03-06	18	1				https://sciendo.com/journal/BJDM		2335-0245		fulltext		Sciendo	serial								F
Balkan Journal of Medical Genetics 		2199-5761	2007-10-10	10	1				https://sciendo.com/journal/BJMG		2199-5761		fulltext		Sciendo	serial								F
Balkan Region Conference on Engineering and Business Education		2391-8160	2012-12-15	33	1				https://sciendo.com/journal/CPLBU		2391-8160		fulltext		Sciendo	serial								F
Baltic Journal of Law & Politics		2029-0454	2009-02-05	1	1				https://sciendo.com/journal/BJLP		2029-0454		fulltext		Sciendo	serial								F
Baltic Journal of Real Estate Economics and Construction Management		2255-9671	2015-12-15	3	1				https://sciendo.com/journal/BJREECM		2255-9671		fulltext		Sciendo	serial								F
Baltic Screen Media Review		2346-5522	2013-12-15	1	1				https://sciendo.com/journal/BSMR		2346-5522		fulltext		Sciendo	serial								F
Baltic-Pontic Studies		2719-5422	2013-12-15	34	1				https://sciendo.com/journal/BPS		2719-5422		fulltext		Sciendo	serial								F
Białostockie Studia Prawnicze		2719-9452	2021-08-30	25	1				https://sciendo.com/journal/BSP		2719-9452		fulltext		Sciendo	serial								F
Bibliothek Forschung und Praxis	0341-4183	1865-7648	1977-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1865-7648		1865-7648		fulltext		De Gruyter	serial								F
BioCosmos		2719-8634	2021-06-20	1	1				https://sciendo.com/journal/BIOCOSMOS		2719-8634		fulltext		Sciendo	serial								F
Biodiversity Research and Conservation 		2080-945X	2010-05-17	13	13				https://sciendo.com/journal/BIORC		2080-945X		fulltext		Sciendo	serial								F
Biological Letters 		1734-7467	2010-07-12	46	1				https://sciendo.com/journal/BIOLET		1734-7467		fulltext		Sciendo	serial								F
Biomedical Glasses		2299-3932	2015-12-30	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2299-3932		2299-3932		fulltext		De Gruyter Open Access	serial								F
Biomedical Human Kinetics		2080-2234	2009-04-06	1	1				https://sciendo.com/journal/BHK		2080-2234		fulltext		Sciendo	serial								F
Biometrical Letters		2199-577X	2012-04-10	49	1				https://sciendo.com/journal/BILE		2199-577X		fulltext		Sciendo	serial								F
Biomolecular Concepts	1868-5021	1868-503X	2010-05-26	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1868-503X		1868-503X		fulltext		De Gruyter	serial								F
BioNanoMaterials	2193-0651	2193-066X	2000-06-10	1	1	2017-09-15	18	3-4	https://www.degruyter.com/openurl?genre=journal&issn=2193-066X		2193-066X		fulltext		De Gruyter	serial								F
Biuletyn Historii Wychowania		2657-9286	2018-09-20	1	1				https://sciendo.com/journal/BHE		2657-9286		fulltext		Sciendo	serial								F
Board Game Studies Journal		2183-3311	2016-12-15	9	1				https://sciendo.com/journal/BGS		2183-3311		fulltext		Sciendo	serial								F
British Journal of American Legal Studies		2719-5864	2016-04-16	5	1				https://sciendo.com/journal/BJALS		2719-5864		fulltext		Sciendo	serial								F
BULETINUL INSTITUTULUI POLITEHNIC DIN IAȘI. Secția Matematica. Mecanică Teoretică. Fizică		2537-4990	2021-03-20	1	1				https://sciendo.com/journal/BIPMF		2537-4990		fulltext		Sciendo	serial								F
Bulletin of Geography. Physical Geography Series		2300-8490	2012-12-28	11	1				https://sciendo.com/journal/BGEO		2300-8490		fulltext		Sciendo	serial								F
Bulletin of Geography. Socio-economic Series		2083-8298	2008-12-22	9	9				https://sciendo.com/journal/BOG		2083-8298		fulltext		Sciendo	serial								F
Bulletin of Medical Sciences		2537-5059	2018-06-30	91	1				https://sciendo.com/journal/ORVTUDERT		2537-5059		fulltext		Sciendo	serial								F
Bulletin of the Polytechnic Institute of Iași. Construction. Architecture Section		2068-4762	2021-03-20	1	1				https://sciendo.com/journal/BIPCA		2068-4762		fulltext		Sciendo	serial								F
Bulletin of the Polytechnic Institute of Iași. Electrical Engineering, Power Engineering, Electronics Section		2537-2726	2021-03-20	1	1				https://sciendo.com/journal/BIPIE		2537-2726		fulltext		Sciendo	serial								F
Bulletin of the Polytechnic Institute of Iași. Machine constructions Section		2537-4869	2021-03-20	1	1				https://sciendo.com/journal/BIPCM		2537-4869		fulltext		Sciendo	serial								F
Bulletin of the Veterinary Institute in Pulawy		2300-3235	2013-01-17	56	1				https://sciendo.com/journal/BVIP		2300-3235		fulltext		Sciendo	serial								F
Business Systems Research Journal		1847-9375	2010-06-10	1	1-2				https://sciendo.com/journal/BSRJ		1847-9375		fulltext		Sciendo	serial								F
Carpathian Journal of Electronic and Computer Engineering		2343-8908	2018-09-30	11	1				https://sciendo.com/journal/CJECE		2343-8908		fulltext		Sciendo	serial								F
Catalysis for Sustainable Energy		2084-6819	2012-08-09	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2084-6819		2084-6819		fulltext		De Gruyter Open Access	serial								F
Cell Pathology		2300-4266	2014-08-07	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2300-4266		2300-4266		fulltext		De Gruyter Open Access	serial								F
Central and Eastern European Review		1752-7503	2014-12-15	8	1				https://sciendo.com/journal/CAEER		1752-7503		fulltext		Sciendo	serial								F
Central European Economic Journal		2543-6821	2015-03-30	2	1				https://sciendo.com/journal/CEEJ		2543-6821		fulltext		Sciendo	serial								F
Central European Forestry Journal		2454-0358	2009-12-14	55	1				https://sciendo.com/journal/FORJ		2454-0358		fulltext		Sciendo	serial								F
Central European Journal of Clinical Research		2601-9388	2018-09-30	1	1				https://sciendo.com/journal/CEJCR		2601-9388		fulltext		Sciendo	serial								F
Central European Journal of Public Policy		1802-4866	2015-04-16	9	1				https://sciendo.com/journal/CEJPP		1802-4866		fulltext		Sciendo	serial								F
Central European Management Journal		2658-2430	2015-03-30	23	1				https://sciendo.com/journal/JMBACE		2658-2430		fulltext		Sciendo	serial								F
Change and Adaptation in Socio-Ecological Systems		2300-3669	2014-12-12	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2300-3669		2300-3669		fulltext		De Gruyter Open Access	serial								F
Chemistry Teacher International 		2569-3263	2019-06-20	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2569-3263		2569-3263		fulltext		De Gruyter	serial								F
Chemistry-Didactics-Ecology-Metrology		2084-4506	2012-06-15	17	1				https://sciendo.com/journal/CDEM		2084-4506		fulltext		Sciendo	serial								F
China Finance and Economic Review	2095-4638	2196-5633	2013-06-20	2	2				https://www.degruyter.com/openurl?genre=journal&issn=2196-5633		2196-5633		fulltext		De Gruyter	serial								F
Chinese and Arab Studies 		2747-7460	2021-06-20	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2747-7460		2747-7460		fulltext		De Gruyter	serial								F
Chinese Journal of Slavic Studies		2747-7487	2021-06-20	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2747-7487		2747-7487		fulltext		De Gruyter	serial								F
Civil and Environmental Engineering		2199-6512	2014-04-16	10	1				https://sciendo.com/journal/CEE		2199-6512		fulltext		Sciendo	serial								F
Civil and Environmental Engineering Reports		2450-8594	2014-03-30	21	1				https://sciendo.com/journal/CEER		2450-8594		fulltext		Sciendo	serial								F
Communications in Applied and Industrial Mathematics		2038-0909	2014-12-15	7	1				https://sciendo.com/journal/CAIM		2038-0909		fulltext		Sciendo	serial								F
Communications in Mathematics		2336-1298	2016-04-16	23	1				https://sciendo.com/journal/CM		2336-1298		fulltext		Sciendo	serial								F
Comparative Legilinguistics 		2391-4491	2019-12-20	37	1				https://sciendo.com/journal/CL		2391-4491		fulltext		Sciendo	serial								F
Comparative Southeast European Studies	2701-8199	2701-8202	2016-03-15	64	1				https://www.degruyter.com/openurl?genre=journal&issn=2701-8202		2701-8202		fulltext		De Gruyter Oldenbourg	serial								F
Complex Manifolds		2300-7443	2014-12-12	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2300-7443		2300-7443		fulltext		De Gruyter Open Access	serial								F
Computational and Mathematical Biophysics		2544-7297	2013-03-30	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2544-7297		2544-7297		fulltext		De Gruyter Open Access	serial								F
Concrete Operators		2299-3282	2013-10-23	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2299-3282		2299-3282		fulltext		De Gruyter Open Access	serial								F
Conference Quality Production Improvement – CQPI		2657-8603	2019-08-30	1	1				https://sciendo.com/journal/CQPI		2657-8603		fulltext		Sciendo	serial								F
Confrontation and Cooperation: 1000 Years of Polish-German-Russian Relations		2391-5536	2014-02-15	1	1				https://sciendo.com/journal/CONC		2391-5536		fulltext		Sciendo	serial								F
Conjunctions		2246-3755	2021-04-20	8	1				https://sciendo.com/journal/TJCP		2246-3755		fulltext		Sciendo	serial								F
Contemporary Agriculture		2466-4774	2016-04-16	65	1				https://sciendo.com/journal/CONTAGRI		2466-4774		fulltext		Sciendo	serial								F
Contemporary Japan	1869-2729	1869-2737	2010-10-20	22	1/2	2016-09-30	28	2	https://www.degruyter.com/openurl?genre=journal&issn=1869-2737		1869-2737		fulltext		De Gruyter Mouton	serial								F
Contributions to Tobacco & Nicotine Research		2719-9509	1961-03-14	1	1				https://sciendo.com/journal/CTTR		2719-9509		fulltext		Sciendo	serial								F
Creativity. Theories – Research - Applications		2354-0036	2015-04-16	2	1				https://sciendo.com/journal/CTRA		2354-0036		fulltext		Sciendo	serial								F
Croatian Journal of Fisheries		1848-0586	2016-03-30	76	1				https://sciendo.com/journal/CJF		1848-0586		fulltext		Sciendo	serial								F
Croatian Regional Development Journal		2718-4978	2020-06-20	1	1				https://sciendo.com/journal/CRDJ		2718-4978		fulltext		Sciendo	serial								F
Croatian Review of Economic, Business and Social Statistics		2459-5616	2016-04-16	2	1				https://sciendo.com/journal/CREBSS		2459-5616		fulltext		Sciendo	serial								F
Cultural Diversity in China	2353-995X	2353-7795	2015-08-20	1	1	2017-07-20	3	1	https://www.degruyter.com/openurl?genre=journal&issn=2353-7795		2353-7795		fulltext		De Gruyter	serial								F
Cultural Science Journal		1836-0416	2021-12-20	14	1				https://sciendo.com/journal/CSJ		1836-0416		fulltext		Sciendo	serial								F
Culture - Society - Education		2719-2717	2018-11-20	1	13				https://sciendo.com/journal/KSE		2719-2717		fulltext		Sciendo	serial								F
Culture. Society. Economy. Politics		2810-2010	2021-12-20	1	1				https://sciendo.com/journal/CSEP		2810-2010		fulltext		Sciendo	serial								F
Current Directions in Biomedical Engineering		2364-5504	2015-09-15	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2364-5504		2364-5504		fulltext		De Gruyter	serial								F
Current Issues in Pharmacy and Medical Sciences		2300-6676	2014-03-30	27	1				https://sciendo.com/journal/CIPMS		2300-6676		fulltext		Sciendo	serial								F
Current Problems of Psychiatry		2353-8627	2016-03-30	17	1				https://sciendo.com/journal/CPP		2353-8627		fulltext		Sciendo	serial								F
Current Topics in Biophysics		2084-1892	2012-07-20	34	1				https://sciendo.com/journal/CTB		2084-1892		fulltext		Sciendo	serial								F
Curved and Layered Structures		2353-7396	2014-12-15	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2353-7396		2353-7396		fulltext		De Gruyter Open Access	serial								F
Cybernetics and Information Technologies		1314-4081	2012-03-13	12	1				https://sciendo.com/journal/CAIT		1314-4081		fulltext		Sciendo	serial								F
Czech Journal of Tourism		1805-9767	2013-09-08	2	1				https://sciendo.com/journal/CJOT		1805-9767		fulltext		Sciendo	serial								F
DANUBE		1804-8285	2013-03-06	4	1				https://sciendo.com/journal/DANB		1804-8285		fulltext		Sciendo	serial								F
Data and Information Management		2543-9251	2017-03-30	1	1				https://sciendo.com/journal/DIM		2543-9251		fulltext		Sciendo	serial								F
Demonstratio Mathematica		2391-4661	2014-04-15	47	1				https://www.degruyter.com/openurl?genre=journal&issn=2391-4661		2391-4661		fulltext		De Gruyter Open Access	serial								F
Dependence Modeling		2300-2298	2013-12-12	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2300-2298		2300-2298		fulltext		De Gruyter Open Access	serial								F
Diabetic Nephropathy		2719-3500	2020-06-20	1	1				https://sciendo.com/journal/DINE		2719-3500		fulltext		Sciendo	serial								F
Die Bodenkultur: Journal of Land Management, Food and Environment 		2719-5430	2016-03-30	67	1				https://sciendo.com/journal/BOKU		2719-5430		fulltext		Sciendo	serial								F
Dimensions		2747-5093	2021-04-20	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2747-5093		2747-5093		fulltext		transcript Verlag	serial								F
Discourse and Communication for Sustainable Education		2255-7547	2010-06-15	1	1				https://sciendo.com/journal/DCSE		2255-7547		fulltext		Sciendo	serial								F
Discussiones  Mathematicae - General Algebra and Applications		2084-0373	2017-04-16	37	1				https://sciendo.com/journal/DMGAA		2084-0373		fulltext		Sciendo	serial								F
Discussiones Mathematicae Graph Theory		2083-5892	2013-04-16	33	1				https://sciendo.com/journal/DMGT		2083-5892		fulltext		Sciendo	serial								F
Disputatio		2182-2875	2017-04-16	9	1				https://sciendo.com/journal/DISP		2182-2875		fulltext		Sciendo	serial								F
Documenta Haematologica		1582-196X	2015-04-16	33	1				https://sciendo.com/journal/DCH		1582-196X		fulltext		Sciendo	serial								F
Eastern European Countryside		2300-8717	2010-01-25	15	15				https://sciendo.com/journal/EEC		2300-8717		fulltext		Sciendo	serial								F
Eastern European Holocaust Studies		2749-9030	2022-05-20	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2749-9030		2749-9030		fulltext		De Gruyter Oldenbourg	serial								F
