PUBLICATION_TITLE	PRINT_IDENTIFIER	ONLINE_IDENTIFIER	DATE_FIRST_ISSUE_ONLINE	NUM_FIRST_VOL_ONLINE	NUM_FIRST_ISSUE_ONLINE	DATE_LAST_ISSUE_ONLINE	NUM_LAST_VOL_ONLINE	NUM_LAST_ISSUE_ONLINE	TITLE_URL	FIRST_AUTHOR	TITLE_ID	EMBARGO_INFO	COVERAGE_DEPTH	NOTES	PUBLISHER_NAME	PUBLICATION_TYPE	DATE_MONOGRAPH_PUBLISHED_PRINT	DATE_MONOGRAPH_PUBLISHED_ONLINE	MONOGRAPH_VOLUME	MONOGRAPH_EDITION	FIRST_EDITOR	PARENT_PUBLICATION_TITLE_ID	PRECEDING_PUBLICATION_TITLE_ID	ACCESS_TYPE
Georgian Mathematical Journal	1072-947X	1572-9176	1994-02-01	1	1	2019-12-16	26	4	https://www.degruyter.com/openurl?genre=journal&issn=1572-9176		1572-9176		fulltext		De Gruyter	serial								P
Holzforschung	0018-3830	1437-434X	1947-01-01	1	1	2019-12-20	73	12	https://www.degruyter.com/openurl?genre=journal&issn=1437-434X		1437-434X		fulltext		De Gruyter	serial								P
Hormone Molecular Biology and Clinical Investigation	1868-1883	1868-1891	2010-03-27		1	2019-12-20	40	1-3	https://www.degruyter.com/openurl?genre=journal&issn=1868-1891		1868-1891		fulltext		De Gruyter	serial								P
International Journal of Adolescent Medicine and Health 	0334-0139	2191-0278	1985-01-01	1	1/2	2019-12-20	31	6	https://www.degruyter.com/openurl?genre=journal&issn=2191-0278		2191-0278		fulltext		De Gruyter	serial								P
International Journal of Chemical Reactor Engineering	2194-5748	1542-6580	2003-05-01	1	1	2019-12-20	17	12	https://www.degruyter.com/openurl?genre=journal&issn=1542-6580		1542-6580		fulltext		De Gruyter	serial								P
International Journal of Emerging Electric Power Systems	2194-5756	1553-779X	2004-01-01	1	1	2019-12-16	20	6	https://www.degruyter.com/openurl?genre=journal&issn=1553-779X		1553-779X		fulltext		De Gruyter	serial								P
International Journal of Food Engineering	2194-5764	1556-3758	2005-01-01	1	1	2019-12-20	15	11-12	https://www.degruyter.com/openurl?genre=journal&issn=1556-3758		1556-3758		fulltext		De Gruyter	serial								P
International Journal of Nonlinear Sciences and Numerical Simulation	1565-1339	2191-0294	2000-03-01	1	1-8	2019-12-10	20	7-8	https://www.degruyter.com/openurl?genre=journal&issn=2191-0294		2191-0294		fulltext		De Gruyter	serial								P
International Journal of Nursing Education Scholarship	2194-5772	1548-923X	2004-01-01	1	1	2019-01-01	16	1	https://www.degruyter.com/openurl?genre=journal&issn=1548-923X		1548-923X		fulltext		De Gruyter	serial								P
International Journal of Turbo & Jet-Engines 	0334-0082	2191-0332	1985-03-01	2	1	2019-12-15	36	4	https://www.degruyter.com/openurl?genre=journal&issn=2191-0332		2191-0332		fulltext		De Gruyter	serial								P
it - Information Technology	1611-2776	2196-7032	1959-06-20		1	2019-10-01	61	5-6	https://www.degruyter.com/openurl?genre=journal&issn=2196-7032		2196-7032		fulltext		De Gruyter Oldenbourg	serial								P
Journal für die reine und angewandte Mathematik	0075-4102	1435-5345	1826-01-01		1	2019-12-31		757	https://www.degruyter.com/openurl?genre=journal&issn=1435-5345		1435-5345		fulltext		De Gruyter	serial								P
Journal of Applied Analysis	1425-6908	1869-6082	1995-06-01	1	1	2019-12-30	25	2	https://www.degruyter.com/openurl?genre=journal&issn=1869-6082		1869-6082		fulltext		De Gruyter	serial								P
Journal of Applied Geodesy	1862-9016	1862-9024	2007-03-22	1	1	2019-10-25	13	4	https://www.degruyter.com/openurl?genre=journal&issn=1862-9024		1862-9024		fulltext		De Gruyter	serial								P
Journal of Basic and Clinical Physiology and Pharmacology	0792-6855	2191-0286	1986-12-01	6	Supplement	2019-11-15	30	6	https://www.degruyter.com/openurl?genre=journal&issn=2191-0286		2191-0286		fulltext		De Gruyter	serial								P
Journal of Complementary and Integrative Medicine	2194-6329	1553-3840	2004-01-01	1	1	2019-12-15	16	4	https://www.degruyter.com/openurl?genre=journal&issn=1553-3840		1553-3840		fulltext		De Gruyter	serial								P
Journal of Group Theory	1433-5883	1435-4446	1998-01-01	1	1	2019-11-21	22	6	https://www.degruyter.com/openurl?genre=journal&issn=1435-4446		1435-4446		fulltext		De Gruyter	serial								P
Journal of Imagery Research in Sport and Physical Activity	2194-637X	1932-0191	2006-01-01	1	1	2019-12-20	14	1	https://www.degruyter.com/openurl?genre=journal&issn=1932-0191		1932-0191		fulltext		De Gruyter	serial								P
Journal of Inverse and Ill-posed Problems	0928-0219	1569-3945	1993-01-01	1	1	2019-12-30	27	6	https://www.degruyter.com/openurl?genre=journal&issn=1569-3945		1569-3945		fulltext		De Gruyter	serial								P
Journal of Non-Equilibrium Thermodynamics	0340-0204	1437-4358	1976-01-01	1	1	2019-10-15	44	4	https://www.degruyter.com/openurl?genre=journal&issn=1437-4358		1437-4358		fulltext		De Gruyter	serial								P
Journal of Numerical Mathematics	1570-2820	1569-3953	2001-03-01	9	März	2019-12-19	27	4	https://www.degruyter.com/openurl?genre=journal&issn=1569-3953		1569-3953		fulltext		De Gruyter	serial								P
Journal of Optical Communications	0173-4911	2191-6322	1980-03-01	1	1	2019-10-20	40	4	https://www.degruyter.com/openurl?genre=journal&issn=2191-6322		2191-6322		fulltext		De Gruyter	serial								P
Journal of Pediatric Endocrinology and Metabolism	0334-018X	2191-0251	1985-01-01	1	1	2019-12-20	32	12	https://www.degruyter.com/openurl?genre=journal&issn=2191-0251		2191-0251		fulltext		De Gruyter	serial								P
Journal of Perinatal Medicine	0300-5577	1619-3997	1973-01-01	1	1	2019-11-20	47	9	https://www.degruyter.com/openurl?genre=journal&issn=1619-3997		1619-3997		fulltext		De Gruyter	serial								P
Journal of Polymer Engineering	0334-6447	2191-0340	1984-01-01	4	1-2	2019-11-15	39	10	https://www.degruyter.com/openurl?genre=journal&issn=2191-0340		2191-0340		fulltext		De Gruyter	serial								P
Journal of Quantitative Analysis in Sports	2194-6388	1559-0410	2005-01-01	1	1	2019-12-30	15	4	https://www.degruyter.com/openurl?genre=journal&issn=1559-0410		1559-0410		fulltext		De Gruyter	serial								P
Mammalia	0025-1461	1864-1547	1936-01-01	1	1	2019-11-20	83	6	https://www.degruyter.com/openurl?genre=journal&issn=1864-1547		1864-1547		fulltext		De Gruyter	serial								P
Monte Carlo Methods and Applications	0929-9629	1569-3961	1995-01-01	1	1	2019-12-15	25	4	https://www.degruyter.com/openurl?genre=journal&issn=1569-3961		1569-3961		fulltext		De Gruyter	serial								P
Physical Sciences Reviews	2365-6581	2365-659X	2016-01-20	1	1	2019-12-01	4	12	https://www.degruyter.com/openurl?genre=journal&issn=2365-659X		2365-659X		fulltext		De Gruyter	serial								P
Pure and Applied Chemistry	0033-4545	1365-3075	1960-04-20	1	1	2019-12-20	91	12	https://www.degruyter.com/openurl?genre=journal&issn=1365-3075		1365-3075		fulltext		De Gruyter	serial								P
Radiochimica Acta	0033-8230	2193-3405	1962-06-20		1/1	2019-12-15	107	12	https://www.degruyter.com/openurl?genre=journal&issn=2193-3405		2193-3405		fulltext		Oldenbourg Wissenschaftsverlag	serial								P
Random Operators and Stochastic Equations	0926-6364	1569-397X	1993-01-01	1	1	2019-12-19	27	4	https://www.degruyter.com/openurl?genre=journal&issn=1569-397X		1569-397X		fulltext		De Gruyter	serial								P
Restoration of Buildings and Monuments	1864-7251	1864-7022	1995-02-01	1	1	2019-12-20	25	4	https://www.degruyter.com/openurl?genre=journal&issn=1864-7022		1864-7022		fulltext		Birkhäuser	serial								P
Reviews in Chemical Engineering	0167-8299	2191-0235	1982-01-01	1	Juni	2019-11-20	35	8	https://www.degruyter.com/openurl?genre=journal&issn=2191-0235		2191-0235		fulltext		De Gruyter	serial								P
Reviews in Inorganic Chemistry	0193-4929	2191-0227	1985-10-01	7	Okt	2019-12-15	39	4	https://www.degruyter.com/openurl?genre=journal&issn=2191-0227		2191-0227		fulltext		De Gruyter	serial								P
Reviews in the Neurosciences	0334-1763	2191-0200	1987-04-01	1	April	2019-12-20	30	8	https://www.degruyter.com/openurl?genre=journal&issn=2191-0200		2191-0200		fulltext		De Gruyter	serial								P
Reviews on Environmental Health	0048-7554	2191-0308	1986-01-01	6	1/4	2019-12-15	34	4	https://www.degruyter.com/openurl?genre=journal&issn=2191-0308		2191-0308		fulltext		De Gruyter	serial								P
Russian Journal of Numerical Analysis and Mathematical Modelling	0927-6467	1569-3988	1986-01-01	1	1	2019-12-19	34	6	https://www.degruyter.com/openurl?genre=journal&issn=1569-3988		1569-3988		fulltext		De Gruyter	serial								P
Scandinavian Journal of Pain	1877-8860	1877-8879	2010-01-20	1	1	2019-10-20	19	4	https://www.degruyter.com/openurl?genre=journal&issn=1877-8879		1877-8879		fulltext		De Gruyter	serial								P
Statistical Applications in Genetics and Molecular Biology	2194-6302	1544-6115	2002-05-01	1	1	2019-12-15	18	6	https://www.degruyter.com/openurl?genre=journal&issn=1544-6115		1544-6115		fulltext		De Gruyter	serial								P
Statistical Communications in Infectious Diseases	2194-6310	1948-4690	2009-06-01	1	1	2019-12-31	11	1	https://www.degruyter.com/openurl?genre=journal&issn=1948-4690		1948-4690		fulltext		De Gruyter	serial								P
Statistics & Risk Modeling	2193-1402	2196-7040	1982-04-20	1	2	2019-01-20	36	1-4	https://www.degruyter.com/openurl?genre=journal&issn=2196-7040		2196-7040		fulltext		De Gruyter (A)	serial								P
Stochastics and Quality Control 	2367-2390	2367-2404	2001-04-01	16	1	2019-12-30	34	2	https://www.degruyter.com/openurl?genre=journal&issn=2367-2404		2367-2404		fulltext		De Gruyter	serial								P
Turkish Journal of Biochemistry	0250-4685	1303-829X	2015-02-15	40	1	2019-12-15	44	6	https://www.degruyter.com/openurl?genre=journal&issn=1303-829X		1303-829X		fulltext		De Gruyter	serial								F
