PUBLICATION_TITLE	PRINT_IDENTIFIER	ONLINE_IDENTIFIER	DATE_FIRST_ISSUE_ONLINE	NUM_FIRST_VOL_ONLINE	NUM_FIRST_ISSUE_ONLINE	DATE_LAST_ISSUE_ONLINE	NUM_LAST_VOL_ONLINE	NUM_LAST_ISSUE_ONLINE	TITLE_URL	FIRST_AUTHOR	TITLE_ID	EMBARGO_INFO	COVERAGE_DEPTH	NOTES	PUBLISHER_NAME	PUBLICATION_TYPE	DATE_MONOGRAPH_PUBLISHED_PRINT	DATE_MONOGRAPH_PUBLISHED_ONLINE	MONOGRAPH_VOLUME	MONOGRAPH_EDITION	FIRST_EDITOR	PARENT_PUBLICATION_TITLE_ID	PRECEDING_PUBLICATION_TITLE_ID	ACCESS_TYPE
Journal of Group Theory	1433-5883	1435-4446	1998-01-01	1	1	2019-11-21	22	6	https://www.degruyter.com/openurl?genre=journal&issn=1435-4446		1435-4446		fulltext		De Gruyter	serial								P
Journal of Inverse and Ill-posed Problems	0928-0219	1569-3945	1993-01-01	1	1	2019-12-30	27	6	https://www.degruyter.com/openurl?genre=journal&issn=1569-3945		1569-3945		fulltext		De Gruyter	serial								P
Journal of Non-Equilibrium Thermodynamics	0340-0204	1437-4358	1976-01-01	1	1	2019-10-15	44	4	https://www.degruyter.com/openurl?genre=journal&issn=1437-4358		1437-4358		fulltext		De Gruyter	serial								P
Journal of Numerical Mathematics	1570-2820	1569-3953	2001-03-01	9	März	2019-12-19	27	4	https://www.degruyter.com/openurl?genre=journal&issn=1569-3953		1569-3953		fulltext		De Gruyter	serial								P
Journal of Optical Communications	0173-4911	2191-6322	1980-03-01	1	1	2019-10-20	40	4	https://www.degruyter.com/openurl?genre=journal&issn=2191-6322		2191-6322		fulltext		De Gruyter	serial								P
Journal of Quantitative Analysis in Sports	2194-6388	1559-0410	2005-01-01	1	1	2019-12-30	15	4	https://www.degruyter.com/openurl?genre=journal&issn=1559-0410		1559-0410		fulltext		De Gruyter	serial								P
Mitteilungen der Deutschen Mathematiker-Vereinigung	0947-4471	0942-5977	1993-03-15	1	1	2019-09-15	27	3-4	https://www.degruyter.com/openurl?genre=journal&issn=0942-5977		0942-5977		fulltext		De Gruyter	serial								P
Monte Carlo Methods and Applications	0929-9629	1569-3961	1995-01-01	1	1	2019-12-15	25	4	https://www.degruyter.com/openurl?genre=journal&issn=1569-3961		1569-3961		fulltext		De Gruyter	serial								P
Random Operators and Stochastic Equations	0926-6364	1569-397X	1993-01-01	1	1	2019-12-19	27	4	https://www.degruyter.com/openurl?genre=journal&issn=1569-397X		1569-397X		fulltext		De Gruyter	serial								P
Restoration of Buildings and Monuments	1864-7251	1864-7022	1995-02-01	1	1	2019-12-20	25	4	https://www.degruyter.com/openurl?genre=journal&issn=1864-7022		1864-7022		fulltext		Birkhäuser	serial								P
Russian Journal of Numerical Analysis and Mathematical Modelling	0927-6467	1569-3988	1986-01-01	1	1	2019-12-19	34	6	https://www.degruyter.com/openurl?genre=journal&issn=1569-3988		1569-3988		fulltext		De Gruyter	serial								P
Statistics & Risk Modeling	2193-1402	2196-7040	1982-04-20	1	2	2019-01-20	36	1-4	https://www.degruyter.com/openurl?genre=journal&issn=2196-7040		2196-7040		fulltext		De Gruyter (A)	serial								P
Stochastics and Quality Control 	2367-2390	2367-2404	2001-04-01	16	1	2019-12-30	34	2	https://www.degruyter.com/openurl?genre=journal&issn=2367-2404		2367-2404		fulltext		De Gruyter	serial								P
tm - Technisches Messen	0171-8096	2196-7113	1931-12-20		1-12	2019-12-15	86	12	https://www.degruyter.com/openurl?genre=journal&issn=2196-7113		2196-7113		fulltext		Oldenbourg Wissenschaftsverlag	serial								P
