PUBLICATION_TITLE	PRINT_IDENTIFIER	ONLINE_IDENTIFIER	DATE_FIRST_ISSUE_ONLINE	NUM_FIRST_VOL_ONLINE	NUM_FIRST_ISSUE_ONLINE	DATE_LAST_ISSUE_ONLINE	NUM_LAST_VOL_ONLINE	NUM_LAST_ISSUE_ONLINE	TITLE_URL	FIRST_AUTHOR	TITLE_ID	EMBARGO_INFO	COVERAGE_DEPTH	NOTES	PUBLISHER_NAME	PUBLICATION_TYPE	DATE_MONOGRAPH_PUBLISHED_PRINT	DATE_MONOGRAPH_PUBLISHED_ONLINE	MONOGRAPH_VOLUME	MONOGRAPH_EDITION	FIRST_EDITOR	PARENT_PUBLICATION_TITLE_ID	PRECEDING_PUBLICATION_TITLE_ID	ACCESS_TYPE
Frequenz	0016-1136	2191-6349	1995-01-01	49	Jan				https://www.degruyter.com/openurl?genre=journal&issn=2191-6349		2191-6349		fulltext		De Gruyter	serial								P
Georgian Mathematical Journal	1072-947X	1572-9176	1995-02-01	2	1				https://www.degruyter.com/openurl?genre=journal&issn=1572-9176		1572-9176		fulltext		De Gruyter	serial								P
German Economic Review	1465-6485	1468-0475	2020-02-20	21	1				https://www.degruyter.com/openurl?genre=journal&issn=1468-0475		1468-0475		fulltext		De Gruyter	serial								P
Global Chinese	2199-4374	2199-4382	2015-04-10	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2199-4382		2199-4382		fulltext		De Gruyter	serial								P
Global Jurist	2194-5675	1934-2640	2001-11-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1934-2640		1934-2640		fulltext		De Gruyter	serial								P
Glottotheory 	1337-7892	2196-6907	2008-07-20	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2196-6907		2196-6907		fulltext		De Gruyter (A)	serial								P
Helia	1018-1806	2197-0483	2000-06-20	23	33				https://www.degruyter.com/openurl?genre=journal&issn=2197-0483		2197-0483		fulltext		De Gruyter	serial								P
Holzforschung	0018-3830	1437-434X	1995-01-01	49	1				https://www.degruyter.com/openurl?genre=journal&issn=1437-434X		1437-434X		fulltext		De Gruyter	serial								P
Hormone Molecular Biology and Clinical Investigation	1868-1883	1868-1891	2010-03-27		1				https://www.degruyter.com/openurl?genre=journal&issn=1868-1891		1868-1891		fulltext		De Gruyter	serial								P
Human Affairs	1210-3055	1337-401X	2007-03-19	17	1				https://www.degruyter.com/openurl?genre=journal&issn=1337-401X		1337-401X		fulltext		De Gruyter	serial								P
HUMOR	0933-1719	1613-3722	1995-01-01	8	1				https://www.degruyter.com/openurl?genre=journal&issn=1613-3722		1613-3722		fulltext		De Gruyter Mouton	serial								P
ICL Journal	2306-3734	1995-5855	2017-03-20	11	1				https://www.degruyter.com/openurl?genre=journal&issn=1995-5855		1995-5855		fulltext		De Gruyter	serial								P
i-com	1618-162X	2196-6826	2001-08-20		O				https://www.degruyter.com/openurl?genre=journal&issn=2196-6826		2196-6826		fulltext		Oldenbourg Wissenschaftsverlag	serial								P
Intercultural Pragmatics	1612-295X	1613-365X	2004-03-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1613-365X		1613-365X		fulltext		De Gruyter Mouton	serial								P
International Journal of Adolescent Medicine and Health 	0334-0139	2191-0278	1995-01-01	8	1				https://www.degruyter.com/openurl?genre=journal&issn=2191-0278		2191-0278		fulltext		De Gruyter	serial								P
International Journal of Chemical Reactor Engineering	2194-5748	1542-6580	2003-05-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1542-6580		1542-6580		fulltext		De Gruyter	serial								P
International Journal of Emerging Electric Power Systems	2194-5756	1553-779X	2004-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1553-779X		1553-779X		fulltext		De Gruyter	serial								P
International Journal of Food Engineering	2194-5764	1556-3758	2005-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1556-3758		1556-3758		fulltext		De Gruyter	serial								P
International Journal of Legal Discourse	2364-8821	2364-883X	2016-04-20	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2364-883X		2364-883X		fulltext		De Gruyter Mouton	serial								P
International Journal of Nonlinear Sciences and Numerical Simulation	1565-1339	2191-0294	2000-03-01	1	1-8				https://www.degruyter.com/openurl?genre=journal&issn=2191-0294		2191-0294		fulltext		De Gruyter	serial								P
International Journal of Nursing Education Scholarship	2194-5772	1548-923X	2004-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1548-923X		1548-923X		fulltext		De Gruyter	serial								P
International Journal of Practical Theology 	1430-6921	1612-9768	1997-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1612-9768		1612-9768		fulltext		De Gruyter	serial								P
International Journal of the Sociology of Language	0165-2516	1613-3668	1995-01-01		1				https://www.degruyter.com/openurl?genre=journal&issn=1613-3668		1613-3668		fulltext		De Gruyter Mouton	serial								P
International Journal of Turbo & Jet-Engines 	0334-0082	2191-0332	1995-03-01	12	1				https://www.degruyter.com/openurl?genre=journal&issn=2191-0332		2191-0332		fulltext		De Gruyter	serial								P
International Public History		2567-1111	2018-06-20	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2567-1111		2567-1111		fulltext		De Gruyter Oldenbourg	serial								P
International Review of Applied Linguistics in Language Teaching	0019-042X	1613-4141	1995-01-01	33	1				https://www.degruyter.com/openurl?genre=journal&issn=1613-4141		1613-4141		fulltext		De Gruyter Mouton	serial								P
it - Information Technology	1611-2776	2196-7032	1995-01-20	37	1				https://www.degruyter.com/openurl?genre=journal&issn=2196-7032		2196-7032		fulltext		De Gruyter Oldenbourg	serial								P
Jahrbücher für Nationalökonomie und Statistik	0021-4027	2366-049X	1995-02-20	214	1				https://www.degruyter.com/openurl?genre=journal&issn=2366-049X		2366-049X		fulltext		De Gruyter Oldenbourg	serial								P
Journal des Économistes et des Études Humaines	2194-5799	2153-1552	1995-01-01	6	1				https://www.degruyter.com/openurl?genre=journal&issn=2153-1552		2153-1552		fulltext		De Gruyter	serial								P
Journal for the History of Modern Theology / Zeitschrift für Neuere Theologiegeschichte	0943-7592	1612-9776	1995-01-01	2	1				https://www.degruyter.com/openurl?genre=journal&issn=1612-9776		1612-9776		fulltext		De Gruyter	serial								P
Journal für die reine und angewandte Mathematik	0075-4102	1435-5345	1995-01-01		458				https://www.degruyter.com/openurl?genre=journal&issn=1435-5345		1435-5345		fulltext		De Gruyter	serial								P
Journal of African Languages and Linguistics	0167-6164	1613-3811	1995-01-01	16	1				https://www.degruyter.com/openurl?genre=journal&issn=1613-3811		1613-3811		fulltext		De Gruyter Mouton	serial								P
Journal of Agricultural & Food Industrial Organization	2194-5896	1542-0485	2003-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1542-0485		1542-0485		fulltext		De Gruyter	serial								P
Journal of Ancient History	2324-8106	2324-8114	2013-05-20	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2324-8114		2324-8114		fulltext		De Gruyter	serial								P
Journal of Ancient Near Eastern History	2328-9554	2328-9562	2014-02-28	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2328-9562		2328-9562		fulltext		De Gruyter	serial								P
Journal of Applied Analysis	1425-6908	1869-6082	1995-06-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1869-6082		1869-6082		fulltext		De Gruyter	serial								P
Journal of Applied Geodesy	1862-9016	1862-9024	2007-03-22	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1862-9024		1862-9024		fulltext		De Gruyter	serial								P
Journal of Basic and Clinical Physiology and Pharmacology	0792-6855	2191-0286	1995-03-01	6	1				https://www.degruyter.com/openurl?genre=journal&issn=2191-0286		2191-0286		fulltext		De Gruyter	serial								P
Journal of Biosecurity, Biosafety and Biodefense Law	2194-590X	2154-3186	2011-07-15		1				https://www.degruyter.com/openurl?genre=journal&issn=2154-3186		2154-3186		fulltext		De Gruyter	serial								P
Journal of Business Valuation and Economic Loss Analysis	2194-5861	1932-9156	2006-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1932-9156		1932-9156		fulltext		De Gruyter	serial								P
Journal of Complementary and Integrative Medicine	2194-6329	1553-3840	2004-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1553-3840		1553-3840		fulltext		De Gruyter	serial								P
Journal of Contemporary Antisemitism		2472-9906	2018-06-03	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2472-9906		2472-9906		fulltext		Academic Studies Press	serial								P
Journal of Contemporary Drama in English	2195-0156	2195-0164	2013-05-20	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2195-0164		2195-0164		fulltext		De Gruyter	serial								P
Journal of Early Modern Christianity	2196-6648	2196-6656	2014-05-31	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2196-6656		2196-6656		fulltext		De Gruyter	serial								P
Journal of Econometric Methods	2194-6345	2156-6674	2012-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2156-6674		2156-6674		fulltext		De Gruyter	serial								P
Journal of English as a Lingua Franca	2191-9216	2191-933X	2012-03-15	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2191-933X		2191-933X		fulltext		De Gruyter Mouton	serial								P
Journal of European Tort Law	1868-9612	1868-9620	1998-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1868-9620		1868-9620		fulltext		De Gruyter	serial								P
Journal of Globalization and Development 	2194-6353	1948-1837	2010-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1948-1837		1948-1837		fulltext		De Gruyter	serial								P
Journal of Group Theory	1433-5883	1435-4446	1998-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1435-4446		1435-4446		fulltext		De Gruyter	serial								P
Journal of Historical Sociolinguistics	2199-2894	2199-2908	2015-05-20	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2199-2908		2199-2908		fulltext		De Gruyter Mouton	serial								P
Journal of Homeland Security and Emergency Management	2194-6361	1547-7355	2004-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1547-7355		1547-7355		fulltext		De Gruyter	serial								P
Journal of Imagery Research in Sport and Physical Activity	2194-637X	1932-0191	2006-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1932-0191		1932-0191		fulltext		De Gruyter	serial								P
Journal of Inverse and Ill-posed Problems	0928-0219	1569-3945	1995-01-01	3	1				https://www.degruyter.com/openurl?genre=journal&issn=1569-3945		1569-3945		fulltext		De Gruyter	serial								P
Journal of Japanese Linguistics	0197-3150	2512-1413	1998-01-20	16	1				https://www.degruyter.com/openurl?genre=journal&issn=2512-1413		2512-1413		fulltext		De Gruyter Mouton	serial								P
Journal of Latin Linguistics	2194-8739	2194-8747	2000-06-20		5				https://www.degruyter.com/openurl?genre=journal&issn=2194-8747		2194-8747		fulltext		De Gruyter Mouton	serial								P
Journal of Literary Semantics	0341-7638	1613-3838	1995-01-01	24	1				https://www.degruyter.com/openurl?genre=journal&issn=1613-3838		1613-3838		fulltext		De Gruyter Mouton	serial								P
Journal of Literary Theory	1862-5290	1862-8990	2007-08-21	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1862-8990		1862-8990		fulltext		De Gruyter	serial								P
Journal of Non-Equilibrium Thermodynamics	0340-0204	1437-4358	1995-01-01	20	1				https://www.degruyter.com/openurl?genre=journal&issn=1437-4358		1437-4358		fulltext		De Gruyter	serial								P
Journal of Numerical Mathematics	1570-2820	1569-3953	2001-03-01	9	März				https://www.degruyter.com/openurl?genre=journal&issn=1569-3953		1569-3953		fulltext		De Gruyter	serial								P
Journal of Optical Communications	0173-4911	2191-6322	1995-02-01	16	1				https://www.degruyter.com/openurl?genre=journal&issn=2191-6322		2191-6322		fulltext		De Gruyter	serial								P
Journal of Pediatric Endocrinology and Metabolism	0334-018X	2191-0251	1995-01-01	8	1				https://www.degruyter.com/openurl?genre=journal&issn=2191-0251		2191-0251		fulltext		De Gruyter	serial								P
Journal of Perinatal Medicine	0300-5577	1619-3997	1995-01-01	23	1				https://www.degruyter.com/openurl?genre=journal&issn=1619-3997		1619-3997		fulltext		De Gruyter	serial								P
Journal of Politeness Research	1612-5681	1613-4877	2005-02-23	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1613-4877		1613-4877		fulltext		De Gruyter Mouton	serial								P
Journal of Polymer Engineering	0334-6447	2191-0340	1995-01-01	14	1				https://www.degruyter.com/openurl?genre=journal&issn=2191-0340		2191-0340		fulltext		De Gruyter	serial								P
Journal of Quantitative Analysis in Sports	2194-6388	1559-0410	2005-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1559-0410		1559-0410		fulltext		De Gruyter	serial								P
Journal of South Asian Languages and Linguistics	2196-0771	2196-078X	2014-03-25	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2196-078X		2196-078X		fulltext		De Gruyter Mouton	serial								P
Journal of the Bible and its Reception	2329-440X	2329-4434	2014-04-30	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2329-4434		2329-4434		fulltext		De Gruyter	serial								P
Journal of the Canadian Society for Syriac Studies		2688-4747	2001-12-30		1				https://www.degruyter.com/openurl?genre=journal&issn=2688-4747		2688-4747		fulltext		Gorgias Press	serial								P
Journal of the International Arthurian Society	2196-9353	2196-9361	2013-10-15	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2196-9361		2196-9361		fulltext		Akademie Verlag	serial								P
Journal of Time Series Econometrics	2194-6507	1941-1928	2009-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1941-1928		1941-1928		fulltext		De Gruyter	serial								P
Journal of Tort Law	2194-6515	1932-9148	2006-12-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1932-9148		1932-9148		fulltext		De Gruyter	serial								P
Journal of Transcendental Philosophy	2626-8310	2626-8329	2020-04-20	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2626-8329		2626-8329		fulltext		De Gruyter	serial								P
Kant Yearbook	1868-4599	1868-4602	2009-06-20		1				https://www.degruyter.com/openurl?genre=journal&issn=1868-4602		1868-4602		fulltext		De Gruyter	yearbook								P
Kierkegaard Studies Yearbook	1430-5372	1612-9792	1996-01-01	1996	1				https://www.degruyter.com/openurl?genre=journal&issn=1612-9792		1612-9792		fulltext		De Gruyter	yearbook								P
Language Learning in Higher Education	2191-611X	2191-6128	2011-09-15	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2191-6128		2191-6128		fulltext		De Gruyter Mouton	serial								P
Law & Ethics of Human Rights	2194-6531	1938-2545	2007-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1938-2545		1938-2545		fulltext		De Gruyter	serial								P
Law and Development Review	2194-6523	1943-3867	2008-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1943-3867		1943-3867		fulltext		De Gruyter	serial								P
Libri	0024-2667	1865-8423	1995-01-01	45	1				https://www.degruyter.com/openurl?genre=journal&issn=1865-8423		1865-8423		fulltext		De Gruyter Saur	serial								P
Linguistic Typology 	1430-0532	1613-415X	1997-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1613-415X		1613-415X		fulltext		De Gruyter Mouton	serial								P
Linguistics	0024-3949	1613-396X	1995-01-01	33	1				https://www.degruyter.com/openurl?genre=journal&issn=1613-396X		1613-396X		fulltext		De Gruyter Mouton	serial								P
Linguistics Vanguard		2199-174X	2015-06-20		1				https://www.degruyter.com/openurl?genre=journal&issn=2199-174X		2199-174X		fulltext		De Gruyter Mouton	serial								P
Lodz Papers in Pragmatics 	1895-6106	1898-4436	2007-06-20	3	1				https://www.degruyter.com/openurl?genre=journal&issn=1898-4436		1898-4436		fulltext		De Gruyter Mouton	serial								P
Mammalia	0025-1461	1864-1547	1995-01-01	59	1				https://www.degruyter.com/openurl?genre=journal&issn=1864-1547		1864-1547		fulltext		De Gruyter	serial								P
Man and the Economy	2196-9639	2196-9647	2014-07-30	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2196-9647		2196-9647		fulltext		De Gruyter	serial								P
Mathematica Slovaca	0139-9918	1337-2211	2007-02-23	57	1				https://www.degruyter.com/openurl?genre=journal&issn=1337-2211		1337-2211		fulltext		De Gruyter	serial								P
Medizinische Genetik	0936-5931	1863-5490	2007-05-20	19	1				https://www.degruyter.com/openurl?genre=journal&issn=1863-5490		1863-5490		fulltext		De Gruyter	serial								P
Metaphysica	1437-2053	1874-6373	2014-04-15	15	1				https://www.degruyter.com/openurl?genre=journal&issn=1874-6373		1874-6373		fulltext		De Gruyter	serial								P
Monte Carlo Methods and Applications	0929-9629	1569-3961	1995-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1569-3961		1569-3961		fulltext		De Gruyter	serial								P
Moral Philosophy and Politics	2194-5616	2194-5624	2014-04-15	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2194-5624		2194-5624		fulltext		De Gruyter	serial								P
