publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	package_id	status	last_changed
Bio-Algorithms and Med-Systems 	1895-9091	1896-530X	2012-06-20	8	1	2014-08-20	10	4	https://www.degruyter.com/openurl?genre=journal&issn=1896-530X		1896-530X		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
BioInorganic Reaction Mechanisms	2191-2483	2191-2491	2003-11-01	5	Nov	2013-03-15	9	1-4	https://www.degruyter.com/openurl?genre=journal&issn=2191-2491		2191-2491		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-06-23
Biological Chemistry	1431-6730	1437-4315	1878-01-01	1	1	2014-11-28	395	12	https://www.degruyter.com/openurl?genre=journal&issn=1437-4315		1437-4315		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Biomolecular Concepts	1868-5021	1868-503X	2010-05-26	1	1	2014-12-20	5	6	https://www.degruyter.com/openurl?genre=journal&issn=1868-503X		1868-503X		fulltext		De Gruyter	serial								F	JAPCLE14	current	2022-11-11
Botanica Marina	0006-8055	1437-4323	1959-01-01	1	Jan	2014-12-29	57	6	https://www.degruyter.com/openurl?genre=journal&issn=1437-4323		1437-4323		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Case Reports in Perinatal Medicine	2192-8932	2192-8959	2012-06-20	1	1-2	2014-12-20	3	2	https://www.degruyter.com/openurl?genre=journal&issn=2192-8959		2192-8959		fulltext		De Gruyter	serial								F	JAPCLE14	current	2022-11-11
Chemical Papers	0366-6352	1336-9075	2006-04-22	60	1	2014-12-20	68	12	https://www.degruyter.com/openurl?genre=journal&issn=1336-9075		1336-9075		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-06-23
Chemical Product and Process Modeling	2194-6159	1934-2659	2006-05-01	1	1	2014-12-30	9	2	https://www.degruyter.com/openurl?genre=journal&issn=1934-2659		1934-2659		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Chinese Archaeology	2160-5025	2160-5068	2001-10-10		1	2014-11-20		14	https://www.degruyter.com/openurl?genre=journal&issn=2160-5068		2160-5068		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Chinese as a Second Language Research	2193-2263	2193-2271	2012-06-25	1	1	2014-10-15	3	2	https://www.degruyter.com/openurl?genre=journal&issn=2193-2271		2193-2271		fulltext		De Gruyter Mouton	serial								P	JAPCLE14	current	2022-11-11
Chinese Journal of Applied Linguistics	2192-9505	2192-9513	2011-06-15	34	1	2014-11-28	37	4	https://www.degruyter.com/openurl?genre=journal&issn=2192-9513		2192-9513		fulltext		De Gruyter Mouton	serial								P	JAPCLE14	current	2022-11-11
Chinese Semiotic Studies	2198-9605	2198-9613	2009-06-20		1-1	2014-12-20	10	4	https://www.degruyter.com/openurl?genre=journal&issn=2198-9613		2198-9613		fulltext		De Gruyter Mouton	serial								P	JAPCLE14	current	2022-11-11
Clinical Chemistry and Laboratory Medicine (CCLM)	1434-6621	1437-4331	1963-01-01	1	1	2014-11-19	52	12	https://www.degruyter.com/openurl?genre=journal&issn=1437-4331		1437-4331		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Cognitive Linguistics	0936-5907	1613-3641	1990-03-10	1	1	2014-12-12	25	4	https://www.degruyter.com/openurl?genre=journal&issn=1613-3641		1613-3641		fulltext		De Gruyter Mouton	serial								P	JAPCLE14	current	2022-11-11
Cognitive Semiotics	1662-1425	2235-2066	2007-09-10	1	1	2014-09-27	7	2	https://www.degruyter.com/openurl?genre=journal&issn=2235-2066		2235-2066		fulltext		De Gruyter Mouton	serial								P	JAPCLE14	current	2022-11-11
Communications	0341-2059	1613-4087	1976-01-01	2	1	2014-11-21	39	4	https://www.degruyter.com/openurl?genre=journal&issn=1613-4087		1613-4087		fulltext		De Gruyter Mouton	serial								P	JAPCLE14	current	2022-11-11
Computational Methods in Applied Mathematics	1609-4840	1609-9389	2001-01-20	1	1	2014-10-30	14	4	https://www.degruyter.com/openurl?genre=journal&issn=1609-9389		1609-9389		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Computer Law Review International	1610-7608	2194-4164	2005-02-15	6	1	2014-12-15	15	6	https://www.degruyter.com/openurl?genre=journal&issn=2194-4164		2194-4164		fulltext		Verlag Dr. Otto Schmidt	serial								P	JAPCLE14	current	2022-11-11
Corpus Linguistics and Linguistic Theory	1613-7027	1613-7035	2005-05-20	1	1	2014-10-30	10	2	https://www.degruyter.com/openurl?genre=journal&issn=1613-7035		1613-7035		fulltext		De Gruyter Mouton	serial								P	JAPCLE14	current	2022-11-11
Corrosion Reviews	0334-6005	2191-0316	1987-09-01	7	40604	2014-08-20	32	5-6	https://www.degruyter.com/openurl?genre=journal&issn=2191-0316		2191-0316		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Dialectologia et Geolinguistica	0942-4040	1867-0903	1993-01-01	1993	Jan	2014-11-21	22	1	https://www.degruyter.com/openurl?genre=journal&issn=1867-0903		1867-0903		fulltext		De Gruyter Mouton	serial								P	JAPCLE14	current	2022-11-11
Discrete Mathematics and Applications	0924-9265	1569-3929	1991-01-01	1	1	2014-12-15	24	6	https://www.degruyter.com/openurl?genre=journal&issn=1569-3929		1569-3929		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Drug Metabolism and Personalized Therapy	2363-8907	2363-8915	1980-12-01	3	Dez	2014-12-20	29	4	https://www.degruyter.com/openurl?genre=journal&issn=2363-8915		2363-8915		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Energy Harvesting and Systems	2329-8774	2329-8766	2014-04-17	1	1-2	2014-12-10	1	3-4	https://www.degruyter.com/openurl?genre=journal&issn=2329-8766		2329-8766		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
English and American Studies in German	0071-0490	1865-8946	1969-01-01		1969	2014-11-15		2014	https://www.degruyter.com/openurl?genre=journal&issn=1865-8946		1865-8946		fulltext		De Gruyter	yearbook								P	JAPCLE14	current	2022-06-23
Entrepreneurship Research Journal	2194-6175	2157-5665	2011-01-01	1	1	2014-10-20	4	4	https://www.degruyter.com/openurl?genre=journal&issn=2157-5665		2157-5665		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Epidemiologic Methods	2194-9263	2161-962X	2012-12-01	1	1	2014-05-30	3	1	https://www.degruyter.com/openurl?genre=journal&issn=2161-962X		2161-962X		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
e-Polymers 	2197-4586	1618-7229	2001-06-20	1	1	2014-12-15	14	6	https://www.degruyter.com/openurl?genre=journal&issn=1618-7229		1618-7229		fulltext		De Gruyter	serial								F	JAPCLE14	current	2022-11-11
Etruscan and Italic Studies	2566-9095	2566-9109	1994-06-20		1	2014-12-15	17	2	https://www.degruyter.com/openurl?genre=journal&issn=2566-9109		2566-9109		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
European Company and Financial Law Review	1613-2548	1613-2556	2004-03-01	1	1	2014-12-19	11	4	https://www.degruyter.com/openurl?genre=journal&issn=1613-2556		1613-2556		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
European Journal of Applied Linguistics	2192-9521	2192-953X	2013-06-15	1	1	2014-11-15	2	2	https://www.degruyter.com/openurl?genre=journal&issn=2192-953X		2192-953X		fulltext		De Gruyter Mouton	serial								P	JAPCLE14	current	2022-11-11
European Journal of Nanomedicine	1662-5986	1662-596X	2008-06-20	1	1	2014-12-20	6	4	https://www.degruyter.com/openurl?genre=journal&issn=1662-596X		1662-596X		fulltext		De Gruyter	serial								P	JAPCLE14	current	2020-07-17
European Journal of Scandinavian Studies	2191-9399	2191-9402	2010-10-20		2008/2010	2014-10-20	44	1	https://www.degruyter.com/openurl?genre=journal&issn=2191-9402		2191-9402		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
European Property Law Journal 	2190-8273	2190-8362	2011-11-20	1	1	2014-12-16	3	3	https://www.degruyter.com/openurl?genre=journal&issn=2190-8362		2190-8362		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
European Review of Contract Law	1614-9920	1614-9939	1967-02-01	1	Jan	2014-12-15	10	4	https://www.degruyter.com/openurl?genre=journal&issn=1614-9939		1614-9939		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
European Tort Law Yearbook 	2190-7773	2190-7781	2009-10-29		2009	2014-09-15		4	https://www.degruyter.com/openurl?genre=journal&issn=2190-7781		2190-7781		fulltext		De Gruyter	yearbook								P	JAPCLE14	current	2022-11-11
Folia Linguistica	0165-4004	1614-7308	1967-01-01	1	3-4	2014-12-19	48	2	https://www.degruyter.com/openurl?genre=journal&issn=1614-7308		1614-7308		fulltext		De Gruyter Mouton	serial								P	JAPCLE14	current	2022-11-11
Forum for Health Economics & Policy	2194-6191	1558-9544	1998-10-01	1	1	2014-06-30	17	2	https://www.degruyter.com/openurl?genre=journal&issn=1558-9544		1558-9544		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Forum Mathematicum 	0933-7741	1435-5337	1989-01-01	1	Jan	2014-09-30	26	6	https://www.degruyter.com/openurl?genre=journal&issn=1435-5337		1435-5337		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Frequenz	0016-1136	2191-6349	1949-01-01	3	Jan	2014-12-20	68	11-12	https://www.degruyter.com/openurl?genre=journal&issn=2191-6349		2191-6349		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Georgian Mathematical Journal	1072-947X	1572-9176	1994-02-01	1	1	2014-12-16	21	4	https://www.degruyter.com/openurl?genre=journal&issn=1572-9176		1572-9176		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Global Economy Journal	2194-5659	1553-5304	2000-03-01	1	1	2014-12-10	14	3-4	https://www.degruyter.com/openurl?genre=journal&issn=1553-5304		1553-5304		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-06-29
Global Jurist	2194-5675	1934-2640	2001-11-01	1	1	2014-01-01	14	1-3	https://www.degruyter.com/openurl?genre=journal&issn=1934-2640		1934-2640		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Glottotheory 	1337-7892	2196-6907	2008-07-20	1	1	2014-12-15	5	2	https://www.degruyter.com/openurl?genre=journal&issn=2196-6907		2196-6907		fulltext		De Gruyter (A)	serial								P	JAPCLE14	current	2022-11-11
Green	1869-876X	1869-8778	2011-02-20	1	1	2014-02-20	4	1-6	https://www.degruyter.com/openurl?genre=journal&issn=1869-8778		1869-8778		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-06-23
Green Processing and Synthesis	2191-9542	2191-9550	2012-02-20	1	1	2014-12-20	3	6	https://www.degruyter.com/openurl?genre=journal&issn=2191-9550		2191-9550		fulltext		De Gruyter	serial								F	JAPCLE14	current	2022-11-11
Groups Complexity Cryptology	1867-1144	1869-6104	2009-05-01	1	April	2014-11-28	5	2	https://www.degruyter.com/openurl?genre=journal&issn=1869-6104		1869-6104		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-06-29
Helia	1018-1806	2197-0483	2000-06-20	23	33	2014-12-20	37	61	https://www.degruyter.com/openurl?genre=journal&issn=2197-0483		2197-0483		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Heterocyclic Communications	0793-0283	2191-0197	1994-01-01	1	Febr	2014-12-20	20	5	https://www.degruyter.com/openurl?genre=journal&issn=2191-0197		2191-0197		fulltext		De Gruyter	serial								F	JAPCLE14	current	2022-11-11
High Temperature Materials and Processes	0334-6455	2191-0324	1984-01-01	6	1/2	2014-12-20	33	6	https://www.degruyter.com/openurl?genre=journal&issn=2191-0324		2191-0324		fulltext		De Gruyter	serial								F	JAPCLE14	current	2022-11-11
Holzforschung	0018-3830	1437-434X	1947-01-01	1	1	2014-12-20	68	8	https://www.degruyter.com/openurl?genre=journal&issn=1437-434X		1437-434X		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Hormone Molecular Biology and Clinical Investigation	1868-1883	1868-1891	2010-03-27		1	2014-12-15		20	https://www.degruyter.com/openurl?genre=journal&issn=1868-1891		1868-1891		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
HUMOR	0933-1719	1613-3722	1988-01-01	1	1	2014-10-19	27	4	https://www.degruyter.com/openurl?genre=journal&issn=1613-3722		1613-3722		fulltext		De Gruyter Mouton	serial								P	JAPCLE14	current	2022-11-11
Innovative Neurosurgery	2193-522X	2193-5238	2013-03-20	1	1	2014-08-20	2	1-4	https://www.degruyter.com/openurl?genre=journal&issn=2193-5238		2193-5238		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-06-23
Intercultural Pragmatics	1612-295X	1613-365X	2004-03-01	1	1	2014-11-21	11	4	https://www.degruyter.com/openurl?genre=journal&issn=1613-365X		1613-365X		fulltext		De Gruyter Mouton	serial								P	JAPCLE14	current	2022-11-11
International African Bibliography	0020-5877	1865-9640	1971-01-01	1	1	2014-12-30	44	3-4	https://www.degruyter.com/openurl?genre=journal&issn=1865-9640		1865-9640		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-06-23
International Commentary on Evidence	2194-5691	1554-4567	1998-08-01	1	1	2014-11-01	12	1	https://www.degruyter.com/openurl?genre=journal&issn=1554-4567		1554-4567		fulltext		De Gruyter	serial								P	JAPCLE14	current	2021-06-30
International Journal of Adolescent Medicine and Health 	0334-0139	2191-0278	1985-01-01	1	1/2	2014-11-28	26	4	https://www.degruyter.com/openurl?genre=journal&issn=2191-0278		2191-0278		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
International Journal of Chemical Reactor Engineering	2194-5748	1542-6580	2003-05-01	1	1	2014-12-20	12	2	https://www.degruyter.com/openurl?genre=journal&issn=1542-6580		1542-6580		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
International Journal of Emerging Electric Power Systems	2194-5756	1553-779X	2004-01-01	1	1	2014-12-16	15	6	https://www.degruyter.com/openurl?genre=journal&issn=1553-779X		1553-779X		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
International Journal of Food Engineering	2194-5764	1556-3758	2005-01-01	1	1	2014-10-30	10	4	https://www.degruyter.com/openurl?genre=journal&issn=1556-3758		1556-3758		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
International Journal of Nonlinear Sciences and Numerical Simulation	1565-1339	2191-0294	2000-03-01	1	1-8	2014-12-10	15	7-8	https://www.degruyter.com/openurl?genre=journal&issn=2191-0294		2191-0294		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
International Journal of Nursing Education Scholarship	2194-5772	1548-923X	2004-01-01	1	1	2014-01-01	11	1	https://www.degruyter.com/openurl?genre=journal&issn=1548-923X		1548-923X		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
International Journal of Practical Theology 	1430-6921	1612-9768	1997-01-01	1	1	2014-11-28	18	2	https://www.degruyter.com/openurl?genre=journal&issn=1612-9768		1612-9768		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
International Journal of the Sociology of Language	0165-2516	1613-3668	1974-01-01		1	2014-12-15		230	https://www.degruyter.com/openurl?genre=journal&issn=1613-3668		1613-3668		fulltext		De Gruyter Mouton	serial								P	JAPCLE14	current	2022-11-11
International Journal of Turbo & Jet-Engines 	0334-0082	2191-0332	1985-03-01	2	1	2014-12-20	31	4	https://www.degruyter.com/openurl?genre=journal&issn=2191-0332		2191-0332		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
International Journal on Disability and Human Development	2191-1231	2191-0367	1999-01-01	1	Jan	2014-11-20	13	4	https://www.degruyter.com/openurl?genre=journal&issn=2191-0367		2191-0367		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-06-29
International Review of Applied Linguistics in Language Teaching	0019-042X	1613-4141	1963-01-01	1	Jan/Dez	2014-11-28	52	4	https://www.degruyter.com/openurl?genre=journal&issn=1613-4141		1613-4141		fulltext		De Gruyter Mouton	serial								P	JAPCLE14	current	2022-11-11
International Yearbook for Tillich Research	1990-4231	2190-7455	2011-06-20		6	2014-11-15		9	https://www.degruyter.com/openurl?genre=journal&issn=2190-7455		2190-7455		fulltext		De Gruyter	yearbook								P	JAPCLE14	current	2022-11-11
International Yearbook of Futurism Studies	2192-0281	2192-029X	2011-11-30		1	2013-06-15		3	https://www.degruyter.com/openurl?genre=journal&issn=2192-029X		2192-029X		fulltext		De Gruyter	yearbook								P	JAPCLE14	current	2022-06-23
Internationales Jahrbuch für philosophische Anthropologie	2192-4279	2192-4287	2008-12-15		1 (2007/08)	2014-06-15		4( 2013/14)	https://www.degruyter.com/openurl?genre=journal&issn=2192-4287		2192-4287		fulltext		De Gruyter (A)	yearbook								P	JAPCLE14	current	2022-11-11
Issues in Legal Scholarship	2194-5780	1539-8323	2001-06-01	1	1	2014-01-01	12	1	https://www.degruyter.com/openurl?genre=journal&issn=1539-8323		1539-8323		fulltext		De Gruyter	serial								P	JAPCLE14	current	2021-06-30
it - Information Technology	1611-2776	2196-7032	1959-06-20		1	2014-12-15	56	6	https://www.degruyter.com/openurl?genre=journal&issn=2196-7032		2196-7032		fulltext		De Gruyter Oldenbourg	serial								P	JAPCLE14	current	2022-11-11
Jahrbücher für Nationalökonomie und Statistik	0021-4027	2366-049X	1863-01-20	1	1	2014-12-20	234	6	https://www.degruyter.com/openurl?genre=journal&issn=2366-049X		2366-049X		fulltext		De Gruyter Oldenbourg	serial								P	JAPCLE14	current	2022-11-11
Journal for Manufacturing Science and Production 	2191-4184	2191-0375	1997-12-01	1	1	2014-12-31	14	4	https://www.degruyter.com/openurl?genre=journal&issn=2191-0375		2191-0375		fulltext		De Gruyter	serial								P	JAPCLE14	current	2020-07-17
Journal for the History of Modern Theology / Zeitschrift für Neuere Theologiegeschichte	0943-7592	1612-9776	1994-01-01	1	1	2014-06-30	21	1-2	https://www.degruyter.com/openurl?genre=journal&issn=1612-9776		1612-9776		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Journal für die reine und angewandte Mathematik	0075-4102	1435-5345	1826-01-01		1	2014-11-29		709	https://www.degruyter.com/openurl?genre=journal&issn=1435-5345		1435-5345		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Journal of African Languages and Linguistics	0167-6164	1613-3811	1979-01-01	1	1	2014-12-12	35	2	https://www.degruyter.com/openurl?genre=journal&issn=1613-3811		1613-3811		fulltext		De Gruyter Mouton	serial								P	JAPCLE14	current	2022-11-11
Journal of Agricultural & Food Industrial Organization	2194-5896	1542-0485	2003-01-01	1	1	2014-01-01	12	1	https://www.degruyter.com/openurl?genre=journal&issn=1542-0485		1542-0485		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Journal of Ancient History	2324-8106	2324-8114	2013-05-20	1	1	2014-09-20	2	2	https://www.degruyter.com/openurl?genre=journal&issn=2324-8114		2324-8114		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Journal of Ancient Near Eastern History	2328-9554	2328-9562	2014-02-28	1	1	2014-11-15	1	2	https://www.degruyter.com/openurl?genre=journal&issn=2328-9562		2328-9562		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Journal of Applied Analysis	1425-6908	1869-6082	1995-06-01	1	1	2014-12-30	20	2	https://www.degruyter.com/openurl?genre=journal&issn=1869-6082		1869-6082		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Journal of Applied Geodesy	1862-9016	1862-9024	2007-03-22	1	1	2014-11-28	8	4	https://www.degruyter.com/openurl?genre=journal&issn=1862-9024		1862-9024		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Journal of Basic and Clinical Physiology and Pharmacology	0792-6855	2191-0286	1986-12-01	6	Supplement	2014-12-20	25	4	https://www.degruyter.com/openurl?genre=journal&issn=2191-0286		2191-0286		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Journal of Biosecurity, Biosafety and Biodefense Law	2194-590X	2154-3186	2011-07-15		1	2014-06-15		5	https://www.degruyter.com/openurl?genre=journal&issn=2154-3186		2154-3186		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Journal of Business Valuation and Economic Loss Analysis	2194-5861	1932-9156	2006-01-01	1	1	2014-01-01	9	1	https://www.degruyter.com/openurl?genre=journal&issn=1932-9156		1932-9156		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Journal of Causal Inference 	2193-3677	2193-3685	2013-06-15	1	1	2014-09-30	2	2	https://www.degruyter.com/openurl?genre=journal&issn=2193-3685		2193-3685		fulltext		De Gruyter	serial								F	JAPCLE14	current	2022-11-11
Journal of Complementary and Integrative Medicine	2194-6329	1553-3840	2004-01-01	1	1	2014-12-15	11	4	https://www.degruyter.com/openurl?genre=journal&issn=1553-3840		1553-3840		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Journal of Contemporary Drama in English	2195-0156	2195-0164	2013-05-20	1	1	2014-11-20	2	2	https://www.degruyter.com/openurl?genre=journal&issn=2195-0164		2195-0164		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Journal of Drug Policy Analysis	2194-6337	1941-2851	2008-01-01	1	1	2014-12-20	7	1	https://www.degruyter.com/openurl?genre=journal&issn=1941-2851		1941-2851		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Journal of Early Modern Christianity	2196-6648	2196-6656	2014-05-31	1	1	2014-11-28	1	2	https://www.degruyter.com/openurl?genre=journal&issn=2196-6656		2196-6656		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Journal of Econometric Methods	2194-6345	2156-6674	2012-01-01	1	1	2014-07-20	3	1	https://www.degruyter.com/openurl?genre=journal&issn=2156-6674		2156-6674		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Journal of English as a Lingua Franca	2191-9216	2191-933X	2012-03-15	1	1	2014-09-15	3	2	https://www.degruyter.com/openurl?genre=journal&issn=2191-933X		2191-933X		fulltext		De Gruyter Mouton	serial								P	JAPCLE14	current	2022-11-11
Journal of European Tort Law	1868-9612	1868-9620	1998-01-01	1	1	2014-12-31	5	3	https://www.degruyter.com/openurl?genre=journal&issn=1868-9620		1868-9620		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Journal of Globalization and Development 	2194-6353	1948-1837	2010-01-01	1	1	2014-12-30	5	2	https://www.degruyter.com/openurl?genre=journal&issn=1948-1837		1948-1837		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
Journal of Group Theory	1433-5883	1435-4446	1998-01-01	1	1	2014-11-21	17	6	https://www.degruyter.com/openurl?genre=journal&issn=1435-4446		1435-4446		fulltext		De Gruyter	serial								P	JAPCLE14	current	2022-11-11
